,R2,rmse,R2_classic
2003,0.5450358998205065,11.389698181332896,-0.8224839072782653
2004,0.5617256179047855,7.84757376283118,0.5316286103495713
2005,0.7088684784781661,5.554922288534029,0.6412077877874272
2006,0.8117081827098884,5.024483130184291,0.7498885716677925
2007,0.6023652284279547,5.80857840548814,0.5918508811208969
2008,0.5469565617491893,7.017651949882166,0.1249901940087561
2009,0.5483341014981031,5.1064679934222905,0.5289573578674333
2010,0.6990650615430543,4.181406169239145,0.692979931376994
2011,0.6189540910306006,5.552473180803284,0.5965835327361524
2012,0.4551480898092068,8.872059389077922,0.25217448577664703
2013,0.5808199862760476,6.208890281222423,0.5163941961577794
2014,0.6177504345674221,5.54586082293673,0.6147218104883383
2015,0.6282630652687208,5.309745756905912,0.6111259388705805
2016,0.734471624399911,7.489598404273298,0.02993974526825882
