,R2,rmse,R2_classic
2003,0.4350269005516123,10.127271272032669,-0.8382779846503685
2004,0.654481236993768,8.834236959830777,0.452790677143583
2005,0.7625166700045242,6.032489900553226,0.4691974044371424
2006,0.830357848847359,4.89351550540581,0.7627932845761215
2007,0.7018770954908965,5.7808687718366265,0.5848054117139203
2008,0.6872437836609055,6.336212641385307,0.2907010286254069
2009,0.6174739581196751,5.406775295449541,0.4683848452633397
2010,0.7236625722712309,5.997599387727925,0.32110539308093955
2011,0.6301794577303047,5.209478153454543,0.625916462242126
2012,0.6207364443899818,6.973304299410483,0.5350483079991403
2013,0.7590631309311857,5.051345673497133,0.6799058686600242
2014,0.723142887549715,4.791039042137127,0.7062512425029586
2015,0.6879521981470421,4.7991857902371855,0.6778958731095936
2016,0.7203394290216646,7.194903853063301,0.08697720945514098
