,R2,rmse,R2_classic
2003,0.5015445711163985,8.575842015695326,-0.3115835082182026
2004,0.7124109002992229,6.786297501969939,0.6770902273412691
2005,0.769619408297454,4.996766447538845,0.6354094064602099
2006,0.8354349087502552,4.177724596955442,0.8271120770899468
2007,0.6869067938343707,5.182448348034589,0.6663159660024089
2008,0.6451934519303147,5.19242458629646,0.523667473879639
2009,0.6991535879981825,4.488417274341722,0.6336407496813985
2010,0.7168646043344115,4.517971894176325,0.6147572259410409
2011,0.6916322412189232,4.801989817669085,0.6826126187771729
2012,0.6389351750819781,6.437219680685569,0.6037883339439909
2013,0.760136843122924,5.33420548028826,0.6430535919842796
2014,0.8042331093485252,3.992026235018765,0.7960595412330702
2015,0.7818704473722717,4.408529390646991,0.7299661405527391
2016,0.7743393130811386,5.638528609723171,0.4392578459409978
