,R2,rmse,R2_classic
2003,0.5701137641747538,9.047803112597792,-0.15007338600934061
2004,0.7036621233545768,7.338410251703327,0.5904343553639628
2005,0.7024693591479948,5.404073941305937,0.6604297786381388
2006,0.7906387829703678,5.228155692254606,0.7292005512309063
2007,0.6203505949211784,5.766379659110726,0.5977596652933119
2008,0.5930127553302793,6.0955372060868775,0.33983386380764613
2009,0.544378360119909,5.436699699442458,0.4660634068114752
2010,0.694634672969017,4.978166079428043,0.5648281286878536
2011,0.6686486884919441,5.182192572838858,0.6485951283541891
2012,0.4928197844014217,9.276897011631968,0.18236990538894693
2013,0.6874144657255158,5.257934653166071,0.6531881708687275
2014,0.6666904724158627,5.196227518524116,0.661769468105027
2015,0.6467314462005237,5.062909883070304,0.646440983596355
2016,0.6671699123757406,6.490484874392901,0.2714893033157564
