,R2,rmse,R2_classic
2003,0.669531842829,7.234086268791834,0.06672470280881504
2004,0.7877101110824188,6.141772313021617,0.7355139173435974
2005,0.7908502295885639,4.148815250613932,0.7486519327942844
2006,0.8256970214833866,4.278400747985108,0.8186790584957809
2007,0.7511100486715914,4.829748558783853,0.7101892400510068
2008,0.7139839918779866,4.717752088906887,0.6067759480874935
2009,0.7495371227704861,3.9493676318634243,0.7163545402559719
2010,0.7242357742961023,4.412356084630488,0.6325582010613929
2011,0.7171325516514344,4.542491462984956,0.7159888267774045
2012,0.7447199873983675,5.461240586153941,0.7148238404037902
2013,0.7396414863195714,4.570447496264305,0.7379519199843381
2014,0.8026738782794614,4.275806082451558,0.7660340701967449
2015,0.8032453028427683,4.095479938851595,0.7669547000468588
2016,0.7335352707352263,5.5931653867349596,0.44824414348938146
