,R2,rmse,R2_classic
2003,0.5909485083210627,7.491621730904005,-0.005953673734047316
2004,0.7511951879658474,6.8069197687068765,0.6751247227701922
2005,0.7791487635024077,4.78670589365835,0.6657947104240036
2006,0.8544228555308405,4.058710182399696,0.8368221808529857
2007,0.6893016117722003,5.637737021915352,0.6051109507815758
2008,0.6533821957527008,5.25367508027968,0.51236343601554
2009,0.7795743415229804,3.5994601263970076,0.764389063622592
2010,0.7234021549936466,5.360592912890167,0.45765816351005295
2011,0.725065399369921,4.6159898903168575,0.7062960059884315
2012,0.6417651576351185,6.38347966166593,0.6103761297508365
2013,0.7234957943918587,5.255075750650479,0.6535652130805887
2014,0.8093542090792227,4.087231215346615,0.7862160823065616
2015,0.7755345451570227,4.296668690606203,0.7418186320793867
2016,0.7390062677029409,5.538934309454773,0.4588918714698301
