,R2,rmse,R2_classic
2003,0.6769490327871523,8.629980187190746,-0.04630636667100929
2004,0.7179236610451698,7.218230441538448,0.6037392739486137
2005,0.7442907663060745,4.90935476514336,0.7197562950743256
2006,0.8429002084923631,4.0471489124212185,0.8377259332513922
2007,0.6491216400013701,5.439953068418708,0.6420111853527095
2008,0.7127775996994535,5.091239863445745,0.5394504238496871
2009,0.5902789821297576,5.089761898125775,0.5320344008953763
2010,0.7310763975054707,5.082994677478979,0.5463077475902764
2011,0.7265257863531184,4.772064384210681,0.7020157761532979
2012,0.7337747190260686,5.5170323103060825,0.7108238625741148
2013,0.7292298364940363,5.069681567758853,0.6775778298120934
2014,0.7356498708084912,4.796227962745507,0.7118383879786472
2015,0.7180742384418416,5.035352630754794,0.6502793293383209
2016,0.7202879658914065,5.320134598544838,0.5105290872365336
