,R2,rmse,R2_classic
2003,0.659404255585015,8.811070436082387,-0.09067815973659266
2004,0.688253230627267,7.531420461813277,0.5686067620661466
2005,0.7496506224378414,4.7599098866957075,0.7365583157907327
2006,0.8333166016859473,4.172513374043949,0.8275170281692333
2007,0.6969492685749034,5.044149472560651,0.6922096167837103
2008,0.7134751026218211,5.335766016636054,0.49414875466847497
2009,0.6299619874867007,4.987129653910877,0.5507166606547653
2010,0.7309519497215653,4.933938228926308,0.5725262322555206
2011,0.7119476034388471,4.933263064791273,0.6815441492306973
2012,0.7427519788777625,5.4060278298848115,0.7223434315850801
2013,0.7324936031638811,5.050429871403577,0.6800219233992404
2014,0.7487490894956961,4.729516627667622,0.7197987910104469
2015,0.7220902911284328,4.942698685426188,0.6630311199405444
2016,0.7139428918001236,5.4458290182124856,0.48712721771884127
